"pop","exposure","pop_exposure"
"Funhe2EKm000102",0.963654685494682,0.695243073213697,0.65459477983176
"Funhe2EKm000103",0.443139737014774,0.812644349621678,0.0960820860659909
"Funhe2EKm000104",0.000117507620316737,0.00124696275758566,0.730046552762361
"Funhe2EKm000105",0.000107793644063581,0.387243154155631,0.591540246852107
"Funhe2EKm000106",0.00255999685714166,0.13658035855244,0.38079172146774
"Funhe2EKm000112",0.537333473168559,0.476104187068941,0.37756793143883
"Funhe2EKm000114",4.00278981084082e-05,0.0554245292435453,0.333530167602048
"Funhe2EKm000115",0.000187009776311695,4.81411964065281e-11,0.940500667192153
"Funhe2EKm000116",1.24751580773967e-05,1.27551148130281e-07,0.429528960015325
"Funhe2EKm000117",0.621814395831566,0.0527453634026632,0.369417387498979
"Funhe2EKm000123",0.00957182177158298,0.432176445989304,0.0120419874548454
"Funhe2EKm000124",0.017451656807365,0.917232084994152,0.405244680923057
"Funhe2EKm000125",0.455892559620751,0.44258863942314,0.0114245359233228
"Funhe2EKm000127",0.000580432011309893,0.883208031545437,0.56824250696639
"Funhe2EKm000128",0.590547700019715,0.0618620794913791,0.300957858542434
"Funhe2EKm000129",0.143918146031437,0.000537991166035409,0.0330136162021097
"Funhe2EKm000131",6.33741580431978e-05,0.000100383812347849,0.503239675773923
"Funhe2EKm000132",0.0074183337640992,0.000807375841003856,0.143522756720445
"Funhe2EKm000133",0.311062593415007,0.946255980775965,0.35720805887915
"Funhe2EKm000134",0.382249797093898,0.38561861530119,0.829538674946276
"Funhe2EKm000135",0.545339793898724,0.405401336086925,0.979115795304039
"Funhe2EKm000136",0.036701689778092,0.0886290653415612,0.119225778015705
"Funhe2EKm000137",6.65381903229039e-06,0.336722496803403,0.302525558508041
"Funhe2EKm000138",0.313309225767901,0.970966339983242,0.534066209846103
"Funhe2EKm000139",0.117897272864676,0.71509582211583,0.762448776994547
"Funhe2EKm000140",0.0200133397276949,0.0777607808006998,0.329616165429832
"Funhe2EKm000141",0.00124581435665065,0.0707855721558547,0.842125705108106
"Funhe2EKm000142",0.221915155931429,0.00132892067259774,0.733697464137375
"Funhe2EKm000143",0.590998912086272,0.000123568870412915,0.00592965084764542
"Funhe2EKm000144",0.346296698226301,0.93974518002607,0.486558511683294
"Funhe2EKm000147",0.539136120102901,0.821792919522071,0.440078029706724
"Funhe2EKm000148",0.794109984712706,0.577704166252244,0.642478669254661
"Funhe2EKm000152",0.309097627196839,0.0100684694230787,0.105003296888592
"Funhe2EKm000153",0.0786823969531123,0.590662893784813,0.739881114525887
"Funhe2EKm000154",0.00681378186666861,0.00482167717191309,0.0520265032568907
"Funhe2EKm000155",0.221873298991891,0.043685556671435,0.298697485338619
"Funhe2EKm000157",0.171822575003548,0.773328712686228,0.579774228624222
"Funhe2EKm000158",0.000416811577041329,0.4424734142958,0.436148474107445
"Funhe2EKm000159",0.00075475533902098,1.43746689228706e-06,0.0283601703321919
"Funhe2EKm000160",0.44215928303301,0.4484007176302,0.894847692001198
"Funhe2EKm000162",4.89427780689302e-06,0.223596962934599,0.237236578228379
"Funhe2EKm000164",0.0943411367551648,1.20149200514977e-06,0.68532971738134
"Funhe2EKm000165",0.000154767566933025,0.61309472168797,0.278414236015222
"Funhe2EKm000166",0.159172795785603,0.0068246561228832,0.577569743936213
"Funhe2EKm000167",5.0659988434394e-06,0.000118672591533675,0.418307172783894
"Funhe2EKm000168",0.264375850119812,0.490823519762991,0.167519481794023
"Funhe2EKm000170",0.0139656197193156,0.18049297292668,0.2907071115196
"Funhe2EKm000171",0.0536172952469022,0.000203929202240017,0.0926584627105275
"Funhe2EKm000172",0.00558588777704071,0.0864792324467177,0.0061162963704238
"Funhe2EKm000173",0.0485894993990351,0.0997396840777499,0.0417903741387182
"Funhe2EKm000174",0.927016061184076,0.0041948940856177,0.686215555042381
"Funhe2EKm000175",0.0122138587231311,5.21229334702261e-07,0.103913326235217
"Funhe2EKm000177",1.50376348444962e-06,0.170444278538476,0.476576846044132
"Funhe2EKm000178",1.95162657355175e-08,0.00745489442424136,0.0120554644040644
"Funhe2EKm000180",0.0266779298840986,0.12872539015359,0.54325033121439
"Funhe2EKm000181",0.098284689255253,0.108656426059331,0.687136469954853
"Funhe2EKm000182",1.42068382331387e-07,0.428991180524648,0.144435397713163
"Funhe2EKm000183",0.000245587343223853,0.323820057083419,0.803166137172023
"Funhe2EKm000184",0.245487992381363,0.200887089884499,0.166496756671127
"Funhe2EKm000185",0.0620562346950288,0.00655414287769025,0.621110891686275
"Funhe2EKm000186",0.00270646737740401,0.0004059093377015,0.152678557686141
"Funhe2EKm000187",0.0103285906879653,9.50383652171626e-06,0.62571290435274
"Funhe2EKm000188",0.00597123105723149,0.325155175267821,0.262789377196856
"Funhe2EKm000189",0.245834380482766,0.0421691570231085,0.649623858878388
"Funhe2EKm000190",0.0775610426920515,0.361815985530276,0.676092907531201
"Funhe2EKm000191",0.0409965354483847,0.115351655820413,0.370544360929601
"Funhe2EKm000192",0.311236369551317,0.214752397163964,0.363530390801899
"Funhe2EKm000193",0.107239195909907,9.28953710216265e-10,0.112227014008379
"Funhe2EKm000194",0.0177189386194846,0.812487283142284,0.33882486713822
"Funhe2EKm000198",0.000342931749505522,0.933930960599776,0.117436204608642
"Funhe2EKm000200",0.141141502139729,0.845246845582958,0.705995302004031
"Funhe2EKm000201",0.141383939742225,0.123315265931026,0.317082119342404
"Funhe2EKm000202",0.000273390044158898,0.415103180688958,0.664838535791052
"Funhe2EKm000203",0.00426531447366781,1.59779972327016e-06,0.161004491257553
"Funhe2EKm000204",0.125745423333793,0.238281360391386,0.783260073412926
"Funhe2EKm000207",0.00317868050875833,0.268863338622726,0.994836918773292
"Funhe2EKm000208",0.00915406013115948,0.0363446788004429,0.327728207355919
"Funhe2EKm000209",4.12734173844419e-05,0.000717763932301294,0.0459119828895378
"Funhe2EKm000210",0.799577350023316,0.544825697516166,0.132188439845565
"Funhe2EKm000211",0.0136601546198222,0.0520029220844634,0.188185867247728
"Funhe2EKm000212",3.35868643243315e-10,0.0975906699606996,0.890219856982606
"Funhe2EKm000213",2.97537251623582e-12,0.0159367375137314,0.151230437012612
"Funhe2EKm000214",0.000180127050368174,0.0748787578122861,0.200727785552724
"Funhe2EKm000215",0.0680766653820698,0.132897365972062,0.363731832534131
"Funhe2EKm000216",0.223832380263388,0.476058429443105,0.401924772229265
"Funhe2EKm000217",0.229516287526041,0.394696887996136,0.247859319501237
"Funhe2EKm000218",1.00134198368058e-15,0.723723603407047,0.96614303247779
"Funhe2EKm000219",0.263081984565696,0.805132207288853,0.615261947383498
"Funhe2EKm000220",0.00223394429037994,0.0387053870289552,0.946705870226792
"Funhe2EKm000221",6.18447091215312e-08,0.00984419376887943,0.143297172144259
"Funhe2EKm000222",0.0454728099007772,1.77691486408069e-08,0.75268349596283
"Funhe2EKm000223",0.37719946329134,0.837922914365072,0.307158130108166
"Funhe2EKm000224",0.0377750802115605,0.140856502730346,0.449522643132442
"Funhe2EKm000226",0.79089964436314,0.267318799522953,0.855335784713576
"Funhe2EKm000227",0.051274078522885,0.0283290474308237,0.335356693201504
"Funhe2EKm000228",0.856716298593395,0.0697032377854633,0.208842349785032
"Funhe2EKm000229",0.0221365865497736,0.00564193879360212,0.331273562628811
"Funhe2EKm000230",0.000785164280239657,0.16297766518804,0.467901879570223
"Funhe2EKm000231",3.40421706849571e-10,0.116370688012439,0.813790984306426
"Funhe2EKm000232",0.0390910389051588,1.54281514414873e-05,0.200797144722744
"Funhe2EKm000233",0.577155992464322,0.0318987768072733,0.122103478977643
"Funhe2EKm000234",0.137323713544169,0.0831853458953066,0.87626042895543
"Funhe2EKm000235",0.0123030543747071,0.00495513048005362,0.730600357302793
"Funhe2EKm000238",0.0227767985545008,0.0363911231092523,0.623911858108263
"Funhe2EKm000241",0.0682738305331086,0.0372775900391433,0.159146900735412
"Funhe2EKm000242",0.0805292547157979,0.626765764296631,0.666217204149704
"Funhe2EKm000243",0.294948368447598,0.270732533149255,0.726173102967434
"Funhe2EKm000248",0.0354683360616606,0.878453789115668,0.806637376550097
"Funhe2EKm000250",0.0290467841447361,0.22210878725797,0.159286625743534
"Funhe2EKm000251",0.344877656211537,3.80313774731346e-06,0.0106371682094303
"Funhe2EKm000253",0.249779474783993,0.0542736407549218,0.919483085317915
"Funhe2EKm000254",0.312731611351386,0.0195399146979893,0.293956398911777
"Funhe2EKm000255",0.0111546372716774,2.2123202552572e-05,0.774240129319268
"Funhe2EKm000261",0.882890140271404,0.00365803231763507,0.685792062585954
"Funhe2EKm000262",0.888669100117617,0.430462295856625,0.942535201661849
"Funhe2EKm000264",0.0478695984943889,1.81374642885348e-05,0.162291207782798
"Funhe2EKm000266",0.819813776295408,0.623395203939061,0.284819351173546
"Funhe2EKm000268",0.853023907667496,0.0145405780111634,0.882573319985173
"Funhe2EKm000269",0.179343389008653,0.0459218471434987,0.0136905257068611
"Funhe2EKm000271",0.164353708943897,0.507636785802615,0.854123568282432
"Funhe2EKm000272",0.699841728112814,0.215623684028484,0.53148345697948
"Funhe2EKm000273",0.227375160451566,0.0759061010873784,0.627454671366782
"Funhe2EKm000276",0.960745755780738,0.00765478768827467,0.165903696432679
"Funhe2EKm000277",0.110040441622052,0.0480723277643508,0.209359863145833
"Funhe2EKm000278",0.597301793142208,0.0463564699348264,0.739471967856234
"Funhe2EKm000280",3.5908742739651e-12,1.27334392057238e-07,0.0127669427477082
"Funhe2EKm000281",0.00210805048638929,0.0621218750374797,0.175370070104061
"Funhe2EKm000283",0.476837319583535,0.478804743054974,0.997865150730835
"Funhe2EKm000284",4.05723311527536e-11,0.730330223525471,0.260619174409417
"Funhe2EKm000285",0.337122721346366,0.574436690611129,0.372018460957546
"Funhe2EKm000286",0.0151904835690409,0.666534583916569,0.202282846035229
"Funhe2EKm000287",0.455012776497061,0.626990399824144,0.701031414642131
"Funhe2EKm000288",0.000796273770069711,0.316479107694201,0.0152360465492543
"Funhe2EKm000289",0.00106080234322779,0.793392964741162,0.487367771279787
"Funhe2EKm000290",0.402524498913723,0.442816175145828,0.774536281713726
"Funhe2EKm000291",3.12121767633267e-19,0.889203308626482,0.689093749171434
"Funhe2EKm000293",0.00312439051430256,0.7192472690555,0.205678987022581
"Funhe2EKm000294",0.0228046852530568,0.0737992860211948,0.120867663735808
"Funhe2EKm000295",5.95069540773123e-05,0.00136155184393282,0.19446572818385
"Funhe2EKm000296",0.27279291058513,0.410639007048788,0.723363252867781
"Funhe2EKm000297",9.24973886990071e-06,0.0857367861881264,0.00677135505745893
"Funhe2EKm000298",0.365970114090201,0.0110172053330955,0.355410457686726
"Funhe2EKm000299",0.754017911039688,0.0980539352083463,0.686350775134031
"Funhe2EKm000300",5.38007747440588e-05,0.61783873577568,0.84803444630475
"Funhe2EKm000301",0.66746055551328,0.000380187695926868,0.209244214167026
"Funhe2EKm000302",2.56285644181465e-07,0.343330196991429,0.12363112860929
"Funhe2EKm000303",1.48846540188933e-05,0.397921154775387,0.360709039962188
"Funhe2EKm000304",0.000402827113765459,3.5145807703725e-05,0.17039693542797
"Funhe2EKm000305",2.0197295227104e-05,2.4281780550824e-06,0.192012216357638
"Funhe2EKm000307",0.00125302590198181,0.51185088877668,0.196734482709228
"Funhe2EKm000308",0.000267387600388536,0.578026289742137,0.00274658816096839
"Funhe2EKm000309",4.70591267659309e-05,0.383356626195276,0.673722731920865
"Funhe2EKm000311",0.30050991766998,0.00022830785536568,0.279560309863673
"Funhe2EKm000313",0.00547015557997689,0.352540496373446,0.214404670529127
"Funhe2EKm000314",3.91696963917717e-08,0.317268268709371,0.141695777693088
"Funhe2EKm000315",0.0241386121572095,0.0159677463494596,0.880469578515547
"Funhe2EKm000316",0.11867955267429,0.00121804891374642,0.398895890145638
"Funhe2EKm000318",0.257789526779432,3.16559580343814e-05,0.365591710071418
"Funhe2EKm000321",0.109840978823477,0.00177541735308263,0.100823326073191
"Funhe2EKm000322",0.0528495976684491,0.0438299268374894,0.359151790195768
"Funhe2EKm000325",0.10023500428969,0.0167587792988164,0.60196982088904
"Funhe2EKm000328",0.194791413119768,0.0195426595935774,0.394153570801073
"Funhe2EKm000329",0.00678594415922472,0.107523562345804,0.360028670426876
"Funhe2EKm000331",0.00111552844606815,0.218510552854275,0.310097104487334
"Funhe2EKm000332",0.145657620503272,0.317773387943445,0.106064227066734
"Funhe2EKm000334",0.101070167185167,6.0174229539718e-05,0.494295190891976
"Funhe2EKm000335",0.000636759932185577,2.96553928169494e-05,0.953672468897843
"Funhe2EKm000337",0.218262065513844,0.253696142585385,0.338460134589226
"Funhe2EKm000338",0.0262701654567405,0.0214400405824098,0.211583437811043
"Funhe2EKm000340",0.0767838414321839,0.00328019992625642,0.0548179155723462
"Funhe2EKm000343",0.102182121452361,0.558691826135602,0.567224540332731
"Funhe2EKm000344",0.587544882729238,0.866301519684501,0.587781578325992
"Funhe2EKm000353",0.00813678105236205,0.983623841284687,0.80386238771817
"Funhe2EKm000354",0.000311832177046963,0.000198699204597912,0.909960549524051
"Funhe2EKm000355",0.301227036726668,0.00290239013143732,0.0137846320035434
"Funhe2EKm000356",0.463411799605217,0.879981677045595,0.705391768306719
"Funhe2EKm000357",0.00642619868067182,0.707911781733507,0.288670458654885
"Funhe2EKm000359",0.0368698181188952,0.497640233914009,0.0961661086904589
"Funhe2EKm000360",0.000672678762313355,0.00264751400239313,0.043210336963077
"Funhe2EKm000361",0.00254145282788936,0.46416056066937,0.515141117269542
"Funhe2EKm000374",4.74815767638315e-06,0.799665089946577,0.431153541237053
"Funhe2EKm000375",0.8993126920932,0.305224256386755,0.303431992613682
"Funhe2EKm000376",0.012571790101154,0.607132023998384,0.564905722325653
"Funhe2EKm000378",0.0741934086601492,0.176559130596161,0.279526713977374
"Funhe2EKm000379",8.0880444723126e-07,0.251419164166299,0.110283571305462
"Funhe2EKm000380",0.201614198650734,0.718757286757895,0.724032584166633
"Funhe2EKm000381",0.000894680802936174,0.551237567591248,0.593725229165467
"Funhe2EKm000386",0.467673332712669,0.446879261162259,0.504230763059555
"Funhe2EKm000388",0.0826612307268327,0.0019140216594605,0.356767311800842
"Funhe2EKm000390",0.129014328513645,2.73724406681602e-05,0.466844176149136
"Funhe2EKm000391",0.320258333722459,0.00171346373958389,0.747893574438488
"Funhe2EKm000392",0.415350594160849,0.00285667632080882,0.565808230034568
"Funhe2EKm000393",0.00298182504764968,0.573055135086969,0.558060125258412
"Funhe2EKm000394",0.0182389380937883,0.026481481864366,0.019939785892202
"Funhe2EKm000395",0.374477206897291,0.0652724546878565,0.742306315859282
"Funhe2EKm000396",0.617190532676041,0.68157434843191,0.836755682193437
"Funhe2EKm000397",0.16492505712366,0.674412919506656,0.801480394632746
"Funhe2EKm000398",0.211915584477079,0.250877506315989,0.141215808780821
"Funhe2EKm000399",0.00986947590727312,0.221686226160216,0.271215964884429
"Funhe2EKm000400",0.0512188105023977,0.752029205445984,0.247792462623819
"Funhe2EKm000401",0.52279195442028,0.428774045401722,0.511138275455231
"Funhe2EKm000402",0.15044390459537,0.174965296579445,0.396246064540232
"Funhe2EKm000403",7.78479553603178e-08,0.504204594216117,0.408131026108963
"Funhe2EKm000404",0.103432003794402,0.332465204620632,0.805474667558762
"Funhe2EKm000405",0.00793467890922437,0.467123812728809,0.571489835310702
"Funhe2EKm000406",0.456133456112557,0.248483236128957,0.849101440498703
"Funhe2EKm000409",0.188920060057235,0.799229375558773,0.556009100790769
"Funhe2EKm000410",0.01800931920695,0.0888844461448489,0.211106194643726
"Funhe2EKm000412",0.0318132095793998,0.525847542857963,0.252329104060417
"Funhe2EKm000416",0.00633945175455212,0.585939338047926,0.596852084579534
"Funhe2EKm000417",0.0915655122665714,0.174321142893162,0.0580468147874419
"Funhe2EKm000418",0.00172127416934391,0.0269061974646128,0.154798702982289
"Funhe2EKm000419",0.398893848623322,0.25678676281636,0.484729155504796
"Funhe2EKm000420",0.000583224019815574,9.04122897120218e-05,0.593966649437995
"Funhe2EKm000421",6.75932086037904e-06,0.764398654901415,0.440537700623108
"Funhe2EKm000422",0.107103449264672,0.189389618582531,0.97110718300466
"Funhe2EKm000428",0.712282420582259,0.0411614325298598,0.257702846565515
"Funhe2EKm000429",3.96714891807724e-08,0.726262001075096,0.0225628067676176
"Funhe2EKm000430",0.0421129455447371,0.0102722612070918,0.333510377645882
"Funhe2EKm000431",0.000370796593848573,0.0156465202739404,0.00337384817322989
"Funhe2EKm000432",0.30509389663983,0.240626279894508,0.434016747293998
"Funhe2EKm000436",0.707199398333561,0.0794030156390569,0.35698192058314
"Funhe2EKm000438",0.0110344641829497,0.277137264591263,0.210749692172226
"Funhe2EKm000439",0.115286080021832,0.80038658178225,0.377836209185097
"Funhe2EKm000440",0.289107840573888,0.902499440194994,0.323399312097747
"Funhe2EKm000441",0.00886735520327169,0.00232529917830189,0.790990552692602
"Funhe2EKm000442",0.0961321011732415,0.123585594777625,0.833347142521506
"Funhe2EKm000443",0.13441051893108,0.690349629299885,0.31657421579153
"Funhe2EKm000444",0.0620084697797612,0.589289788447134,0.570952763551811
"Funhe2EKm000445",0.907964188973115,0.485735127020593,0.214777349759567
"Funhe2EKm000446",0.0491872068269194,0.119940755882876,0.559086168623337
"Funhe2EKm000447",0.722937026591444,0.0807003360071573,0.954253840557916
"Funhe2EKm000448",0.00100882037910542,0.0125731307453279,0.420168420407413
"Funhe2EKm000450",0.0679258325310795,0.467931693703557,0.95112086841875
"Funhe2EKm000451",0.013181216670305,0.585422973451024,0.754523670014658
"Funhe2EKm000452",0.00111016567519682,0.0267820223346362,0.576402358045733
"Funhe2EKm000453",0.609419012988041,0.980039403366745,0.731934050470705
"Funhe2EKm000454",0.000446476003554682,0.000354107873217916,0.148804269183553
"Funhe2EKm000455",0.962157700389703,0.195452474546897,0.625561755191909
"Funhe2EKm000456",0.0596318761053067,0.00939319932395189,0.913956583484107
"Funhe2EKm000457",1.79489094281267e-06,0.119260157761783,0.0775436432213174
"Funhe2EKm000458",0.779652250273464,0.70614170995126,0.594014178049222
"Funhe2EKm000459",0.00154478551876317,0.325228356092814,0.539759167151442
"Funhe2EKm000461",0.000617508195436483,0.00783998324489143,0.625871757596339
"Funhe2EKm000462",0.0555702306441146,0.0094180440057997,0.202646636935368
"Funhe2EKm000465",0.00948009345215899,0.778205443600779,0.0593085054469758
"Funhe2EKm000466",0.497935249572153,0.182137647413946,0.620502384678646
"Funhe2EKm000467",0.000782915638974203,0.000219888386892993,0.330876151138401
"Funhe2EKm000468",2.74115403559273e-06,0.0463285292550108,0.324729544205541
"Funhe2EKm000469",0.475107896998674,0.329074115143723,0.530100865051962
"Funhe2EKm000471",0.000563087009066757,0.000268728884688786,0.191094071713129
"Funhe2EKm000472",0.036817191805314,0.0479312323647414,0.180713582594416
"Funhe2EKm000474",0.0717747959614603,0.300282545750185,0.585330782309792
"Funhe2EKm000475",0.00226936977796513,0.0209185649354872,0.497599614166714
"Funhe2EKm000476",0.0334603647653739,0.0773476819210342,0.970809291964736
"Funhe2EKm000477",9.6669752885999e-09,0.0322594792816889,0.289122011358506
"Funhe2EKm000478",0.0550567784637547,0.115986697516276,0.0255043026943284
"Funhe2EKm000479",0.00512891004008446,0.315151341243638,0.664541915180703
"Funhe2EKm000480",0.948069837634762,0.737362498645975,0.325507166760085
"Funhe2EKm000481",0.000133006027481204,0.0636842536313165,0.042643838623353
"Funhe2EKm000482",0.488198500568104,0.0743304801552205,0.282488178911243
"Funhe2EKm000483",0.0130823673687168,0.00116340928074387,0.0620359684863688
"Funhe2EKm000487",0.00597968032232102,0.094785617114181,0.828390497438458
"Funhe2EKm000488",0.00294413045640955,0.0279132551125931,0.000110953927222821
"Funhe2EKm000489",0.00263382679525191,0.00045369796259586,0.610597600238328
"Funhe2EKm000490",0.0169715379632057,0.807444159536256,0.870024369102228
"Funhe2EKm000491",0.000222384930418613,0.000136984066966859,0.047079334665668
"Funhe2EKm000492",0.0237108476851983,0.204524529706571,0.494820524927854
"Funhe2EKm000493",0.039935155617285,0.00704993890327674,0.598184006831252
"Funhe2EKm000495",0.165100275138485,0.0466530564476933,0.517501466203442
"Funhe2EKm000496",0.00276820783280864,0.0713995756806269,0.373157094353246
"Funhe2EKm000497",0.264614015951015,0.418997974511742,0.489555955640414
"Funhe2EKm000498",0.0134080059925084,3.86519544996433e-05,0.760970568029266
"Funhe2EKm000499",0.00114493791243135,0.100168622146091,0.20523684235
"Funhe2EKm000500",0.0457480898519962,0.376450691236002,0.230795662495727
"Funhe2EKm000501",0.104719493169528,0.809309480245857,0.380822960663913
"Funhe2EKm000503",0.0362667954868193,0.218060522537474,0.428517298894803
"Funhe2EKm000506",0.0697821961678864,0.245136605955379,0.599013526027004
"Funhe2EKm000507",0.0727250722420998,0.000174129134405992,0.508685058006251
"Funhe2EKm000508",0.0261735866168589,0.931074420218917,0.0777819792880417
"Funhe2EKm000509",0.0707715140397745,0.377222226613161,0.478638950958569
"Funhe2EKm000510",0.659244071059594,0.992249968968693,0.583409776465947
"Funhe2EKm000512",0.0380348794038561,0.832246061949667,0.0978550061704055
"Funhe2EKm000512l2",0.0472465837326802,0.627223373086886,0.272500217194741
"Funhe2EKm000513",0.000246785468852278,4.41392245818907e-07,0.215557181521164
"Funhe2EKm000514",0.00112218784845984,0.00887374280244499,0.277457578758544
"Funhe2EKm000515",0.0330303690921107,0.0354527657627972,0.807386279264286
"Funhe2EKm000516",0.164439146278263,0.505358577685716,0.799909584205686
"Funhe2EKm000517",0.00307723075550227,0.060853630734732,0.520459678207359
"Funhe2EKm000518",0.751756421506133,0.0696937530884801,0.337729642889174
"Funhe2EKm000519",0.109606847606741,0.240766099566323,0.12134924136702
"Funhe2EKm000520",0.0352000860007349,0.209023156036538,0.332742997709071
