"pop","exposure","pop_exposure"
"Funhe2EKm007616",0.0175368048053881,0.00936995296625298,0.307662740623334
"Funhe2EKm007617",0.541750359676016,0.0903714162929205,0.19621839852404
"Funhe2EKm007618",0.0922260568901511,5.16626390775282e-05,0.197188812342733
"Funhe2EKm007619",0.534547952932675,0.819677233629572,0.926496215665046
"Funhe2EKm007620",0.108598214708589,0.056725390108056,0.449005259979431
"Funhe2EKm007622",0.0961902088458707,0.827786294463899,0.819158970670092
"Funhe2EKm007624",0.000163529338211974,0.995552188133004,0.948702294930566
"Funhe2EKm007625",0.0335388427151509,0.376680661420084,0.970722950130024
"Funhe2EKm007626",0.108961577918709,0.00988719960061734,0.902028893271111
"Funhe2EKm007627",0.000291344465753592,0.150530082296291,0.521138812342166
"Funhe2EKm007628",0.0697476768692074,0.421029750239831,0.329614448831772
"Funhe2EKm007629",0.282475347023092,0.184109128926334,0.607167608937931
"Funhe2EKm007630",0.0399609091980288,0.104222338544963,0.857972317494625
"Funhe2EKm007634",0.000248909234103855,0.999819498652473,0.874356180574001
"Funhe2EKm007646",0.00161487434146302,0.00064933358372963,0.386614974404738
"Funhe2EKm007647",0.00193171157827253,0.000237010966178547,0.147535394653618
"Funhe2EKm007648",0.0475733869798589,0.750084256591345,0.219764000010807
"Funhe2EKm007649",0.41985683282964,0.268549610077222,0.404101361546008
"Funhe2EKm007651",4.09071307396813e-07,0.838456888280394,0.270879806775344
"Funhe2EKm007652",2.4150368725465e-09,0.133952238943252,0.0239027281459975
"Funhe2EKm007653",0.23645840388122,0.00687096774356197,0.782318257790267
"Funhe2EKm007654",0.00464226028202226,0.953885263115813,0.101975808023203
"Funhe2EKm007655",4.37478495453554e-08,0.817405656917005,0.309798292285845
"Funhe2EKm007656",0.275897176618608,0.00532574180846117,0.696926239528549
"Funhe2EKm007657",0.0205336760184077,0.0450696154886316,0.846228150415996
"Funhe2EKm007658",0.0209268266906059,0.857133374593232,0.240428936164042
"Funhe2EKm007659",0.0238953067451682,0.378184855253895,0.685563010530563
"Funhe2EKm007660",0.00587678585862229,0.504603164908062,0.685116950328774
"Funhe2EKm007661",0.480691531774716,0.102942741953521,0.769755819094676
"Funhe2EKm007662",0.00774517319512677,0.0903924065110577,0.274931830625165
"Funhe2EKm007664",2.71682460997199e-05,0.00043086146995275,0.905459174587766
"Funhe2EKm007667",0.00125212458176314,0.943475692297812,0.129089406862338
"Funhe2EKm007669",0.224250205193547,0.170986382693444,0.787632915970944
"Funhe2EKm007682",0.00264358403902341,0.37558948784018,0.643924769924563
"Funhe2EKm007695",0.105159442716754,0.02818764420911,0.852951105709606
"Funhe2EKm007696",0.000817590542824843,0.774801701008695,0.885400471359074
"Funhe2EKm007697",0.0330882002523174,0.00285442648031159,0.188921727748886
"Funhe2EKm007702",0.269975566099461,0.318232572893638,0.334223694524934
"Funhe2EKm007703",0.948847956113717,0.0863259003928245,0.391619724843794
"Funhe2EKm007705",0.0587452728807773,0.205947120868952,0.559358004935044
"Funhe2EKm007711",8.16388295427291e-06,0.0349990736635539,0.00837323557611983
"Funhe2EKm007712",2.55528704521489e-07,0.300678510477468,0.754926522049025
"Funhe2EKm007713",0.380227524864836,0.00712746742930998,0.320524970565619
"Funhe2EKm007714",0.0395508183121518,0.849299386536097,0.41600526557567
"Funhe2EKm007715",6.56714888165181e-05,0.483612185708459,0.278899205026517
"Funhe2EKm007717",2.49923893237311e-05,0.657930105798226,0.310754368763116
"Funhe2EKm007718",0.190909546822675,0.293458898041781,0.429297408730689
"Funhe2EKm007719",0.58437773272413,0.00815906111158842,0.0381919195406797
"Funhe2EKm007721",0.0082280428461334,0.614833525326077,0.374527483775699
"Funhe2EKm007722",0.535077974089809,0.0133530974249541,0.288324188477976
"Funhe2EKm007723",1.06807385012293e-05,0.0105941942497157,0.110106559957207
"Funhe2EKm007725",0.00104334663212886,0.0138911093510382,0.180079687808191
"Funhe2EKm007726",0.000936519684398316,0.0265252731379749,0.0377635236880317
"Funhe2EKm007728",4.63446812763183e-07,0.0669681331936564,0.325772872953801
"Funhe2EKm007730",0.0513523259668148,0.435364780880859,0.346949817810496
"Funhe2EKm007731",0.000294703904954407,5.82847616249684e-05,0.103996354032222
"Funhe2EKm007732",0.281824546899104,0.237498180908291,0.446699559830172
"Funhe2EKm007733",0.103459969935247,0.377996850571216,0.535327323376784
"Funhe2EKm007734",1.97864151996983e-07,0.38838542266342,0.295606976824767
"Funhe2EKm007735",0.435104785569766,0.0219397911845359,0.346673778617738
"Funhe2EKm007736",2.17040451275831e-05,0.149037538059985,0.430491759911705
"Funhe2EKm007737",0.000510229833797059,0.000566581203903339,0.0628407392500065
"Funhe2EKm007738",0.136210915447307,0.143661170308614,0.195325146661365
"Funhe2EKm007750",0.00545593218937449,0.0735283436306839,0.330382881673074
"Funhe2EKm007752",6.3042593114016e-05,0.0107078204039907,0.722134955296774
"Funhe2EKm007756",0.18855284479938,0.468909610618957,0.564414156117836
"Funhe2EKm007769",0.128574573038045,0.000110161882617469,0.550636881338933
"Funhe2EKm007788",0.0901910948649435,0.114415550675834,0.537027430408045
"Funhe2EKm007789",0.794683600834727,0.00344706337943624,0.449236190953244
"Funhe2EKm007794",0.580361635762239,0.651112844790239,0.465941882721718
"Funhe2EKm007795",2.33659369823529e-05,4.59920051815527e-05,0.372655473173841
"Funhe2EKm007796",0.125800806038184,3.17497551966715e-06,0.917584148799294
"Funhe2EKm007797",0.0210509426543228,0.414340433166525,0.249201631527023
"Funhe2EKm007798",0.000800408162685913,0.891225579017237,0.0993079666107631
"Funhe2EKm007799",0.175774639705868,0.338378472439558,0.963648079498897
"Funhe2EKm007801",0.0678408770378637,0.00750917645511226,0.263184588494329
"Funhe2EKm007802",3.33168190623275e-05,0.829747771561787,0.164295839139669
"Funhe2EKm007804",0.283344969553997,0.0459042303555234,0.785286581938111
"Funhe2EKm007805",0.366845420870117,0.842554742093182,0.425603109009379
"Funhe2EKm007806",0.71915570674526,0.420177745338349,0.411703345790563
"Funhe2EKm007807",0.0557915595289891,0.00980462808485721,0.0829864903237519
"Funhe2EKm007808",0.460753213818021,0.604598941144088,0.340508206535214
"Funhe2EKm007810",0.0384994446107984,0.23440848898102,0.862971494438073
"Funhe2EKm007811",0.0247756290020499,0.285390662677875,0.0914733194901715
"Funhe2EKm007812",0.723190171383113,0.737885370075279,0.588262196122045
"Funhe2EKm007813",0.0278354586770902,0.0621273381551828,0.685304365823449
"Funhe2EKm007814",0.101749775365247,0.784436324514469,0.828169746465101
"Funhe2EKm007815",0.404498794240617,0.194646688081498,0.565173273298384
"Funhe2EKm007816",0.451282656173145,0.680228176585512,0.553827178569524
"Funhe2EKm007817",0.0428298898961741,0.0022449386888136,0.13136763462092
"Funhe2EKm007818",0.794286832201063,0.341584140340275,0.36686321947316
"Funhe2EKm007820",0.00231947303882515,0.0022431708608443,0.185389493143347
"Funhe2EKm007821",0.0990632164574301,0.0729269728267379,0.801610773047371
"Funhe2EKm007822",5.51530197877567e-05,0.0093953134783475,0.845835166922558
"Funhe2EKm007825",0.312435284965708,0.303036498094226,0.60926584053113
"Funhe2EKm007826",0.0108907864094389,0.845754245920498,0.206606883724881
"Funhe2EKm007828",0.00752743603680861,0.000550478986928529,0.632650452087441
"Funhe2EKm007829",0.00986148768643303,0.342198739165618,0.0543343250538906
"Funhe2EKm007832",0.103860684046175,0.929383499378394,0.463949061190152
"Funhe2EKm007833",0.00487703621077214,0.074821568705615,0.200436547362581
"Funhe2EKm007835",0.0131591018975755,3.72950860845607e-07,0.0703166548433758
"Funhe2EKm007836",0.284315088714144,0.603465140715928,0.90245127154642
"Funhe2EKm007840",0.253588548767662,0.0147308797009166,0.352735252975727
"Funhe2EKm007844",0.251301332247934,0.54063268380549,0.663385502783558
"Funhe2EKm007845",9.67688415245567e-07,0.392931651649614,0.629353318606449
"Funhe2EKm007846",4.3202900425049e-13,0.00384818024491927,0.0464091119554251
"Funhe2EKm007847",0.104422796228352,0.0413390550796713,0.734610690915722
"Funhe2EKm007849",7.72110658167523e-05,0.0456826535460092,0.877849084775812
"Funhe2EKm007850",0.337425778573032,0.0112367364718778,0.019686702178911
"Funhe2EKm007851",0.0244901168415269,0.533135623104245,0.683496851381702
"Funhe2EKm007853",0.109119175123511,0.364177500226352,0.699453688622088
"Funhe2EKm007854",0.00486499549866524,0.41646795105747,0.4442623100625
"Funhe2EKm007855",2.35133361672022e-09,2.10168928949801e-05,0.0527331519179013
"Funhe2EKm007856",0.597171808134295,0.000585509964865554,0.835229556738631
"Funhe2EKm007857",0.00259701498391418,0.426225827124184,0.675303489266315
"Funhe2EKm007858",0.0376724273357976,0.872548344507916,0.637710534532844
"Funhe2EKm007859",0.213268264713237,0.252175222536995,0.384067200756737
"Funhe2EKm007860",0.342576070494572,0.417298078854422,0.563494687728834
"Funhe2EKm007861",0.691406775429572,0.127170409265857,0.40253476487811
"Funhe2EKm007862",0.84933285100509,0.104053387431445,0.708913970696883
"Funhe2EKm007870",0.151066876302038,0.107619220030164,0.322078449527158
"Funhe2EKm007873",0.0898657014883839,0.0633930382808869,0.790266762511153
"Funhe2EKm007874",0.785814263472587,0.446474175772414,0.734410706668645
"Funhe2EKm007877",0.0706441441144608,0.00187384959306239,0.696650141183444
"Funhe2EKm007878",0.938236424657886,0.523366728538317,0.0704930502488798
"Funhe2EKm007880",0.00803538070248675,0.000141340664231791,0.555175561361081
"Funhe2EKm007883",0.242866370515299,0.828315862086027,0.634265629958604
"Funhe2EKm007884",0.287777031928636,0.91272824042606,0.237248558834164
"Funhe2EKm007885",0.160612953295589,0.538583069954377,0.7250030364993
"Funhe2EKm007887",0.0544826836409519,0.112627634517568,0.315878826964303
"Funhe2EKm007889",0.063717645053745,0.00377058582585691,0.104973713423059
"Funhe2EKm007890",0.312187925923879,0.131815054032947,0.900475513298461
"Funhe2EKm007891",0.00411834962253939,0.167513976502831,0.216712221094359
"Funhe2EKm007892",0.0410639715634892,0.28212045230819,0.450807803083087
"Funhe2EKm007893",0.000149172389029576,0.218679113243922,0.527152650355278
"Funhe2EKm007894",0.288488250909837,0.000561650413384021,0.0199921245517362
"Funhe2EKm007895",0.405867277431402,0.0533692405213667,0.0606396592470046
"Funhe2EKm007896",0.202788537191723,0.0196123503774641,0.878532078382382
"Funhe2EKm007899",0.819164096652807,0.463934866367056,0.641841223827044
"Funhe2EKm007900",0.00945364832211335,0.198368380419234,0.0809950314230002
"Funhe2EKm007920",0.0938998262372774,0.886224047211937,0.990316305420989
"Funhe2EKm007921",3.21578843923373e-05,0.000811055030781465,0.0962257901221463
"Funhe2EKm007922",0.0594111805571867,0.534900580870402,0.0500475966775156
"Funhe2EKm007924",0.0383112401952181,0.387686346986228,0.648189934789741
"Funhe2EKm007926",0.77762902945133,0.0145938877634335,0.103184665238879
"Funhe2EKm007927",0.152341000974499,0.371786814007341,0.629159099540472
"Funhe2EKm007929",1.71713661642891e-05,0.05485740280841,0.402564736667551
"Funhe2EKm007930",0.015170990904041,0.051064601650366,0.54689470928094
"Funhe2EKm007932",0.133482633487785,0.155755169707971,0.306272988552693
"Funhe2EKm007933",0.00280817043731927,3.60178332689515e-05,0.970617369211631
"Funhe2EKm007934",0.183453307569633,0.0287867759619636,0.144358243287032
"Funhe2EKm007935",0.193082319625713,0.013986947080588,0.224241211726451
"Funhe2EKm007936",0.719496155804824,0.674529115597056,0.937309557944764
"Funhe2EKm007937",0.277953175139908,0.451893727753865,0.506467004650236
"Funhe2EKm007938",0.0157710453765407,0.511383008325683,0.883456376691041
"Funhe2EKm007939",0.0290861640300839,0.0883781724029125,0.885199045572502
"Funhe2EKm007940",0.302384474524633,0.151877642035185,0.0598644833504521
"Funhe2EKm007941",0.0153539451827968,0.0596728845378086,0.000393223786439786
"Funhe2EKm007942",0.578932328007142,0.267755003145609,0.14418513863961
"Funhe2EKm007944",0.00985239324997809,0.667466024731592,0.998058568792408
"Funhe2EKm007945",0.0503303227483413,0.0152199109919844,0.865388712415807
"Funhe2EKm007947",0.454537581655526,0.650130095200636,0.585560022574199
"Funhe2EKm007948",0.0327263304560299,0.0437274713718071,0.322796582749819
"Funhe2EKm007949",0.591513768067861,0.866708024606721,0.402850092873228
"Funhe2EKm007950",5.26199816472015e-19,0.359766900249692,0.650099205538436
"Funhe2EKm007951",0.000420564320047116,0.00858106344050297,0.0123055246921627
"Funhe2EKm007952",0.0415450162654614,0.0441499922534877,0.435003153352278
"Funhe2EKm007953",0.0126535444882547,0.623049874215464,0.452255292944841
"Funhe2EKm007955",0.759795440304138,0.00919713542608468,0.181923296435941
"Funhe2EKm007956",0.024777170775712,0.643451787025411,0.480890346285651
"Funhe2EKm007958",0.920305800547941,0.912508980143561,0.330558674688943
"Funhe2EKm007959",1.47390623912454e-08,0.612300758293051,0.425317701667094
"Funhe2EKm007960",0.823704408115846,0.00192452499235982,0.0672475850833926
"Funhe2EKm007961",8.62322320775968e-05,1.97779664944668e-05,0.108357173548851
"Funhe2EKm007962",0.0702278758485777,0.486818600465252,0.528891925981599
"Funhe2EKm007966",0.686312286578473,0.594512990087694,0.285820794250068
"Funhe2EKm007967",0.289458306465973,0.519653156089613,0.4599543368919
"Funhe2EKm007969",0.0728923676393965,0.0122243184740291,0.362285004930047
"Funhe2EKm007970",0.132830880353337,0.957002967895501,0.89831494245512
"Funhe2EKm007975",0.158076063857232,0.0747895485902417,0.514102627366566
"Funhe2EKm007977",1.77468917744797e-12,0.0322397126842499,0.812642746993322
"Funhe2EKm007978",0.0271563014443576,0.368133495549523,0.0162747559723093
"Funhe2EKm007980",0.000315232442511437,0.850010868006211,0.12565256158211
"Funhe2EKm007981",0.00100931852173667,0.000418430992800566,0.24279850258626
"Funhe2EKm007985",0.966021350642865,0.567101078001193,0.842320349857251
"Funhe2EKm007987",0.0462034366479428,0.000541645066102781,0.992289990038574
"Funhe2EKm007988",0.000112314392118943,0.00464157434803831,0.0300759951628791
"Funhe2EKm007989",0.623669469183129,0.928499020932333,0.0313739507816477
"Funhe2EKm007990",0.886852672416713,0.446948981159983,0.209423679420016
"Funhe2EKm007991",0.0100572858367933,0.00113261433766199,0.354419450001026
"Funhe2EKm007992",0.318882310734024,0.0203494472882219,0.347364791245658
"Funhe2EKm007993",0.00331213182271589,0.12499048337711,0.815000175073173
"Funhe2EKm007994",0.127056686387127,0.594092450086336,0.189756250987547
"Funhe2EKm007995",0.129895142553045,0.0234737730993295,0.237525113966873
"Funhe2EKm007996",0.0112631004925427,0.023494786434706,0.0952405986167902
"Funhe2EKm007997",0.00970668244052595,0.962570516890274,0.815866899473303
"Funhe2EKm007998",0.000895500865326774,2.52706874703962e-05,0.712007543399451
"Funhe2EKm007999",0.0198508828889437,0.701910167045236,0.79265108206636
"Funhe2EKm008000",0.350891612395383,0.33566423723593,0.193578388833265
"Funhe2EKm008001",0.352327654357517,0.729017614069828,0.001490291688918
"Funhe2EKm008002",0.00884017494900097,0.135174551802905,0.0672928734202467
"Funhe2EKm008004",0.447901234391218,0.465517333353894,0.711632499599769
"Funhe2EKm008008",0.00544935441975053,0.0669841089246476,0.686968770662031
"Funhe2EKm008009",0.016641600857624,0.00125129254886818,0.0537920412532044
"Funhe2EKm008011",0.118011662758337,0.0137577056282776,0.96854607433069
"Funhe2EKm008012",0.553388529849327,0.86859350222444,0.938842198592572
"Funhe2EKm008014",6.53714462408878e-05,0.333067165512684,0.20809546560459
"Funhe2EKm008015",0.133838471603134,0.481635048544538,0.401906029402794
"Funhe2EKm008018",1.66055458659331e-05,0.385855391161216,0.177805786033762
"Funhe2EKm008019",0.000259927379702429,0.0502710290620452,0.895595724601563
"Funhe2EKm008020",0.000624081006891827,0.436734479523633,0.0993024477998587
"Funhe2EKm008021",5.78415537704445e-06,0.389780198213532,0.143699455863571
"Funhe2EKm008022",0.00979413243864817,0.582534654972729,0.777524257295644
"Funhe2EKm008024",0.364487126537335,0.0203013501757608,0.891746083022962
"Funhe2EKm008027",0.193253039077772,0.581840319630508,0.644910138056867
"Funhe2EKm008028",0.16874681392192,0.925799076730715,0.90705208296156
"Funhe2EKm008030",0.0183898850416433,0.66643720406176,0.395218876282035
"Funhe2EKm008031",0.54315223561121,0.317320649471409,0.265193023368279
"Funhe2EKm008032",0.000503793157447086,0.506336409903644,0.582689227618697
"Funhe2EKm008033",0.160711417325255,0.0841517851789648,0.575119526476664
"Funhe2EKm008034",0.974267395040242,2.07625866976426e-05,0.518240420886203
"Funhe2EKm008038",0.0096658969292025,0.00362069579733002,0.550554438910346
"Funhe2EKm008039",0.177597113732501,0.0921850788805981,0.235902109326953
"Funhe2EKm008041",0.291733471978545,0.000208712859546222,0.284658729530253
"Funhe2EKm008045",6.36303668259585e-05,0.419904679057414,0.987577446991119
"Funhe2EKm008046",0.0175453449079688,0.63221796906113,0.771389625108016
"Funhe2EKm008047",0.822708203518655,0.446231959398194,0.148272501269285
"Funhe2EKm008048",0.0205131162596113,0.193158463989492,0.0381163624273669
"Funhe2EKm008049",0.654125497396557,0.084533678003866,0.852727616122208
"Funhe2EKm008050",8.35192948511600e-15,0.0591834511173559,0.0771241818554366
"Funhe2EKm008051",0.715868817184805,0.0190018087014324,0.502925893590763
"Funhe2EKm008052",0.692753009119562,0.555526918230496,0.895794978055001
"Funhe2EKm008054",0.000762883950442861,0.0843582555863708,0.89773761436631
"Funhe2EKm008055",0.375137173972059,0.465830196738754,0.573066174951603
"Funhe2EKm008057",0.00776521098271802,0.987803558246446,0.929337191777689
"Funhe2EKm008058",0.216698340322521,0.83995875229562,0.558720299917349
"Funhe2EKm008059",0.00207077721700188,0.365101778242978,0.133411077768877
"Funhe2EKm008060",0.483410514551024,0.222267071722571,0.344762845544418
"Funhe2EKm008061",0.749285680712643,0.279650856659617,0.847363814973011
"Funhe2EKm008063",0.00742496629840565,0.0098132141986875,0.0104954151718147
"Funhe2EKm008064",0.011780700571591,0.251729784686532,0.69520031704768
"Funhe2EKm008065",0.252999692913438,0.431411429368789,0.483477415713557
"Funhe2EKm008066",0.0422496537806847,0.108653581202738,0.482211038467954
"Funhe2EKm008067",8.92668023817528e-06,0.43657360235159,0.414677444463335
"Funhe2EKm008068",0.04216479295518,0.430290491144104,0.328833429010551
"Funhe2EKm008072",0.97678989468343,0.260365197595933,0.395321006878087
"Funhe2EKm008073",0.0697421612088949,0.198051940832529,0.214444373788945
"Funhe2EKm008078",0.00993397200190582,0.0423036883422542,0.32665474654989
"Funhe2EKm008079",0.383736490680295,0.000244201331283794,0.0466552031437777
"Funhe2EKm008080",0.263068511551453,0.775790548044712,0.031623187627279
"Funhe2EKm008082",0.000519435950103095,0.169739356498,0.281955056276694
"Funhe2EKm008085",1.24379403336897e-06,0.0339255639716822,0.0524001729001459
"Funhe2EKm008086",4.68050560679265e-09,0.0219321838461808,0.00701016264674076
"Funhe2EKm008087",1.38458832120279e-06,0.00330415376645919,0.0195477620822579
"Funhe2EKm008092",0.768659941673064,0.931555959437699,0.907123484901531
"Funhe2EKm008093",0.0916533991696144,0.031952975378027,0.0224403980833385
"Funhe2EKm008094",0.0767354426074911,0.00179327955871499,0.673884067283972
"Funhe2EKm008096",0.79537200014514,0.310546717210337,0.00385292627418456
"Funhe2EKm008097",0.549425951167578,0.961651835368083,0.636910669999479
"Funhe2EKm008104",0.00168382208865416,0.0113346344365539,0.0754046811852362
"Funhe2EKm008116",3.45773295698465e-06,0.139732876818356,0.821194349646331
"Funhe2EKm008118",0.00652861296788944,0.864574632384366,0.967822406900268
"Funhe2EKm008120",0.905800414064871,0.0344481246671084,0.515381977161373
"Funhe2EKm008128",0.156125971569494,0.37987823278619,0.606827920070067
"Funhe2EKm008129",6.29240410733656e-09,0.0412300980025988,0.331023184554943
"Funhe2EKm008130",0.000193614875112621,0.201084791868697,0.176246646265199
"Funhe2EKm008131",0.128158584045019,0.0254523704180778,0.902439145185249
"Funhe2EKm008132",0.558773298125478,0.245531728205567,0.355614077599488
"Funhe2EKm008133",0.409268892973978,0.0906309194986313,0.212220060232482
"Funhe2EKm008134",0.000242365687301024,0.317734936807945,0.721143202827492
"Funhe2EKm008135",0.00137437690407257,0.642514263607078,0.00650369754903429
"Funhe2EKm008137",0.0251477787152639,0.0850658062440583,0.0314819148359543
"Funhe2EKm008138",0.597384226519188,0.625057488330413,0.268568039075804
"Funhe2EKm008140",0.323648474554603,0.0299875318987689,0.145898100500106
"Funhe2EKm008141",0.204216154049454,0.399179710604313,0.333874460112164
"Funhe2EKm008142",0.000538342243527015,0.00234816766196147,0.066422924513331
"Funhe2EKm008143",0.906746326772936,0.810137323201413,0.0208402417023394
"Funhe2EKm008144",0.0291824402711766,0.372406253324094,0.72216756777433
"Funhe2EKm008145",0.00643018083555525,0.597886024669255,0.824588418054684
"Funhe2EKm008146",1.93325257956401e-06,0.00152497368289758,0.0537520604584074
"Funhe2EKm008147",0.00341778332251158,0.232220196842853,0.623517128548882
"Funhe2EKm008148",8.13485390304087e-05,0.0473725125656211,0.450842760964044
"Funhe2EKm008149",0.89399749500493,0.982605436723672,0.297660474978594
"Funhe2EKm008150",0.536510589077313,0.905524057309694,0.776873359322733
"Funhe2EKm008151",0.000524939717514012,0.00145899033166329,0.894313540548625
"Funhe2EKm008152",0.665087832699137,0.118715036711768,0.749641623336456
"Funhe2EKm008153",0.232548259754952,0.135219543755744,0.367011039047439
"Funhe2EKm008156",0.000732090036113314,0.583201729991735,0.900906570769455
"Funhe2EKm008158",0.00398178254088236,0.00079339179874705,0.877594668764934
"Funhe2EKm008159",0.213639617270633,0.410827950767774,0.622531602942958
"Funhe2EKm008161",0.00741705568960679,0.232411222292499,0.750698208195143
"Funhe2EKm008164",0.323608039259536,0.177115279112405,0.274672216020193
"Funhe2EKm008171",0.0934393689581668,0.296844028899878,0.472917745992029
"Funhe2EKm008173",0.297346525101107,0.0385073979288185,0.712343995242315
"Funhe2EKm008174",0.00938635676490715,0.0211809857416112,0.314985388742407
"Funhe2EKm008175",4.64000659360986e-10,0.00577646770266035,0.253918753336841
"Funhe2EKm008177",0.630266301031126,0.253643211541138,0.167002565257439
"Funhe2EKm008182",0.652198066272248,0.095105917277825,0.696190250974007
"Funhe2EKm008184",0.0623556772760499,0.536640331504826,0.831018509562685
"Funhe2EKm008189",0.455265084270222,0.451187592600315,0.566305344573439
"Funhe2EKm008190",0.0138597146062097,0.000661929182641284,0.557064321604513
"Funhe2EKm008191",0.117527171706715,6.41948940871439e-05,0.144530766260876
"Funhe2EKm008192",0.00202752270762474,6.82616541990788e-11,0.0269813578483247
"Funhe2EKm008193",0.0138996699183288,0.356545730648169,0.750199237401825
"Funhe2EKm008194",0.0290835691629708,0.211731164798284,0.699370454235629
"Funhe2EKm008196",0.432134144448152,1.13782810613085e-07,0.261198713201974
"Funhe2EKm008197",0.0470498972312337,0.359363529588309,0.337060016604999
"Funhe2EKm008198",0.994658520089818,0.0883976675038139,0.504045715210292
"Funhe2EKm008199",0.853395026514478,0.483615780613804,0.874851908322989
"Funhe2EKm008201",0.000291572973616008,7.9333273765975e-06,0.314123477729092
"Funhe2EKm008202",0.160541834139742,0.00827902191437199,0.608909087570194
"Funhe2EKm008204",0.503737035215622,0.107097743745689,0.332585024580849
"Funhe2EKm008205",0.00164677042278018,0.149776293242555,0.29767181477926
"Funhe2EKm008206",0.00237090685791901,0.377787964969379,0.814762126233781
"Funhe2EKm008207",0.00627219998917337,0.233510784956368,0.250251169100934
"Funhe2EKm008208",0.000870266886167373,0.00160194551986734,0.892837314211686
"Funhe2EKm008209",0.490734403167794,0.33678344205227,0.570571294666136
"Funhe2EKm008221",2.62584658538985e-07,0.899794542627204,0.32652781084362
"Funhe2EKm008228",0.000109246696998683,0.00393166673423657,0.327727472160847
"Funhe2EKm008254",0.526268635067782,0.00762514469170516,0.855814404070939
"Funhe2EKm008255",1.68759914562695e-05,0.0025577585877728,0.734960720386141
"Funhe2EKm008256",6.24740427413704e-18,0.577677211700313,0.952885923404909
"Funhe2EKm008257",3.56698761342951e-05,0.00578407710127297,0.0410115904270675
"Funhe2EKm008258",0.243170910312089,0.101725560733421,0.144170948397076
"Funhe2EKm008259",0.0295718737910881,0.884387974943123,0.559275147300548
"Funhe2EKm008260",0.360645822562317,0.451719714152989,0.490158736822281
"Funhe2EKm008263",9.25335238519242e-06,0.0569001630257449,0.879393684490252
"Funhe2EKm008264",0.00788387767640648,0.733901146860641,0.397916947358881
"Funhe2EKm008265",0.194584614692477,0.0919116326099687,0.169637058664962
"Funhe2EKm008266",0.000151558897322825,0.000496438267185391,0.221579148262638
"Funhe2EKm008274",0.0710336559289152,0.0547877568892107,0.988472489868724
"Funhe2EKm008282",0.612293599031759,0.182925004093588,0.905816641405232
"Funhe2EKm008285",0.756279716365157,0.552043912839457,0.310045378875704
"Funhe2EKm008287",1.435556378838e-06,0.186782001858513,0.506044833474751
"Funhe2EKm008288",0.014845730750411,0.114716605971103,0.740801123444927
"Funhe2EKm008289",0.00564533423767742,0.236646829962229,0.252455579357434
"Funhe2EKm008293",0.608433348541866,0.602232756052657,0.60754033539201
"Funhe2EKm008295",0.255468599103494,0.167115285127018,0.166476884175988
"Funhe2EKm008305",0.0455347718723221,0.336192740154023,0.0181431564559361
"Funhe2EKm008308",0.000473380044859805,0.00254016186577391,0.0203389506975999
"Funhe2EKm008309",0.00405423983074984,0.116510468119171,0.490672395361779
"Funhe2EKm008310",0.337824077501502,0.722948609645578,0.970505700956793
"Funhe2EKm008311",0.130724745451403,0.22239215382617,0.804231770917432
"Funhe2EKm008312",0.191721051927442,0.734643341017713,0.809450399668339
"Funhe2EKm008319",0.0764505741802183,0.408188407202789,0.871203557967438
"Funhe2EKm008328",0.0573374377804321,0.00512026795147802,0.290134502356431
"Funhe2EKm008330",0.703747116547894,0.00777338781554683,0.869749840616107
"Funhe2EKm008331",0.0977213207027648,0.000378679956453057,0.00860425187948457
"Funhe2EKm008332",0.0473586030698929,0.315447975663234,0.449477575534091
"Funhe2EKm008334",0.915653761270475,0.0657960164066684,0.418755199973233
"Funhe2EKm008335",0.0406678892669204,0.371686324432949,0.153372363239166
"Funhe2EKm008336",0.0290609112503392,0.0074446775602048,0.675905728806785
"Funhe2EKm008337",0.03949507363051,0.513159421306492,0.595249714660275
"Funhe2EKm008338",0.482084671713791,0.907697359099495,0.239834138902709
"Funhe2EKm008339",0.0779837445658279,0.0604671667495536,0.0131073791989296
"Funhe2EKm008340",0.627484000357744,0.313728205839004,0.252401708892528
"Funhe2EKm008341",0.13003353284711,0.632467006783195,0.610224548673617
"Funhe2EKm008347",0.523935611607435,0.773517782186014,0.29643768423296
"Funhe2EKm008349",0.443330548998208,0.941252702629843,0.933761886113264
"Funhe2EKm008350",0.911044503240207,0.845047451214106,0.177381756286856
"Funhe2EKm008359",0.156527422620636,0.207742037987755,0.395793391151764
"Funhe2EKm008360",0.000603703687399832,0.736683400587182,0.586092978452164
"Funhe2EKm008362",0.0493832687677772,0.552818041323504,0.415050655670632
"Funhe2EKm008363",0.982298202948644,0.0259575292270639,0.142662383173241
"Funhe2EKm008364",0.245848355558313,0.000301670712589833,0.152597973565327
"Funhe2EKm008365",0.0081280297025871,0.00164194731869585,0.4274673751597
"Funhe2EKm008367",0.0411089219372235,0.287950417234411,0.227075317028594
"Funhe2EKm008368",0.727041138495322,0.0249251560105432,0.39800329586205
"Funhe2EKm008370",0.61666818977733,0.991684627324954,0.423269196791877
"Funhe2EKm008371",0.0975949592431965,0.900850998254905,0.0154718624404274
"Funhe2EKm008372",0.416086944708386,0.109677148116859,0.956837140057199
"Funhe2EKm008374",0.0444714107391038,0.281228700338918,0.457718065637674
"Funhe2EKm008375",0.00499460717424498,0.021655905272185,0.408708891069655
"Funhe2EKm008378",0.0298036695071248,0.00565860930882348,0.449152672044138
